"{""material"": ""kinetic-sand"", ""start_method"": ""centroid-2d"", ""end_method"": ""target"", ""enable_shrink"": false, ""side_shrink"": false, ""termination_condition"": ""time"", ""termination_value"": 300.0, ""log_dir"": ""./logs/exp01"", ""z_above"": 0.15812, ""disable_robot"": false, ""visual_output"": true, ""visual_wait"": false, ""start_time"": 1652587582.5659053, ""target_shape"": {""type"": ""circle"", ""params"": {""center"": [360, 224], ""radius"": 51}}, ""preparation_time"": 0.6179594993591309}"
Iteration,Time (s),IoU,Max dough height (m),Dough height at S (m)
0,1.1893608570098877,0.308087605530405,0.02261585492500262,0.021592534451536527
1,8.141355514526367,0.3838691796008869,0.01723602072168673,0.0017210458986697263
2,15.063678741455078,0.03491510666086199,0.018486559837337047,0.004930274462848772
3,22.001776218414307,0.045778311324529815,0.01748396338488012,0.003131961732649291
4,28.922417402267456,0.051872562725332944,0.02026908911046066,0.0034121488340924655
5,35.85942053794861,0.06007223409744232,0.01920701283072357,0.003935544697783011
6,42.782681703567505,0.05712976399602841,0.021359591536078804,0.003074699201679576
7,49.70714068412781,0.05966898954703833,0.01808030620188561,0.003381359918863125
8,56.64924454689026,0.2657155885610058,0.021104585542234044,0.0017350706220087275
9,63.63099241256714,0.2603280680437424,0.020199090693335475,0.007100473120222217
10,70.57000017166138,0.2704117587838518,0.019926664740096967,0.004807595900546469
11,77.51192831993103,0.2632636655948553,0.020255015200979276,0.006467466257405352
12,84.44055676460266,0.2605633802816901,0.019101427993198916,0.004746153057208047
13,91.37314081192017,0.2596357049411291,0.018966231827434288,0.0039548795853425744
14,98.30186748504639,0.26077348066298345,0.018962001982185672,0.003283964195966882
15,105.23971104621887,0.25754133040821126,0.019117516896837716,0.0012700202767453872
16,112.19272422790527,0.2799539170506912,0.01708634886637539,0.0013315981072039573
