"{""material"": ""play-doh"", ""start_method"": ""highest-point"", ""end_method"": ""target"", ""enable_shrink"": true, ""side_shrink"": true, ""termination_condition"": ""time"", ""termination_value"": 300.0, ""log_dir"": ""./logs/exp03"", ""z_above"": 0.15812, ""disable_robot"": false, ""visual_output"": true, ""visual_wait"": false, ""start_time"": 1652611990.7674866, ""target_shape"": {""type"": ""circle"", ""params"": {""center"": [358, 202], ""radius"": 45}}, ""preparation_time"": 0.6202633380889893}"
Iteration,Time (s),IoU,Max dough height (m),Dough height at S (m)
0,1.1925528049468994,0.3780852067285018,0.018843659878995944,0.018843659878995944
1,8.150720596313477,0.38751768589844365,0.017718749951303292,0.017718749951303292
2,15.07356882095337,0.3901902216632605,0.01609113683211283,0.01609113683211283
3,22.021823167800903,0.413299795629618,0.01649185504108941,0.01649185504108941
4,28.953290939331055,0.45606036786668763,0.018679484683108316,0.018679484683108316
5,35.87276339530945,0.4744537022480742,0.015562491580598525,0.015562491580598525
6,42.81321978569031,0.48357176544568464,0.01580601799287995,0.01580601799287995
7,49.74462866783142,0.4967772362836032,0.01543867388649256,0.01543867388649256
8,56.65348744392395,0.5121836189278416,0.014451334556885631,0.014451334556885631
9,63.5606324672699,0.5219305140701148,0.015722822621916488,0.015722822621916488
10,70.47823476791382,0.5150133626788241,0.013444421983392352,0.013444421983392352
11,77.40296959877014,0.5269611696274171,0.013572468736994026,0.013572468736994026
12,84.32624864578247,0.5326206571293822,0.013581871317300709,0.013581871317300709
13,91.23281002044678,0.533249489074045,0.013448695828133572,0.013448695828133572
14,98.1347267627716,0.5440968401194781,0.014447068005678632,0.014447068005678632
15,105.04902505874634,0.5455117119949694,0.014848472525271994,0.014848472525271994
16,111.97381901741028,0.5601320547083792,0.011202724094992789,0.011202724094992789
17,118.94451642036438,0.5480270397736206,0.013309570724887587,0.013309570724887587
18,125.86083030700684,0.5697217418644868,0.013475193546254927,0.013475193546254927
19,132.78275632858276,0.5807263008960856,0.011362193778766239,0.011362193778766239
20,137.7941279411316,0.5835560446470681,0.013515549205857402,0.013515549205857402
21,144.71707105636597,0.588272284232039,0.01107939745801867,0.01107939745801867
22,151.64109587669373,0.5936173557616727,0.01251199267563019,0.01251199267563019
23,158.56356716156006,0.6035214588901117,0.011092240349646842,0.011092240349646842
24,165.49217200279236,0.59116629990569,0.0110793920385166,0.0110793920385166
25,172.42683243751526,0.6092621664050235,0.010052069090029314,0.010052069090029314
26,179.35562300682068,0.6307788747845166,0.011087094232021921,0.011087094232021921
27,186.26840353012085,0.6342418546365914,0.010961217421229685,0.010961217421229685
28,193.20418691635132,0.6446280991735537,0.01018331483332846,0.01018331483332846
29,200.10445070266724,0.6387630798063407,0.012665483928997245,0.012665483928997245
30,207.02028369903564,0.645216578373325,0.011408504807663644,0.011408504807663644
31,213.932208776474,0.6457294264339152,0.009416397996295567,0.009416397996295567
32,220.86319613456726,0.6585820895522388,0.011380084723081607,0.011380084723081607
33,227.77754044532776,0.6664078273023761,0.012049367227413565,0.012049367227413565
34,234.69161295890808,0.6614930932795282,0.011038273805032972,0
35,241.63418078422546,0.6384603635252788,0.010006226936074336,0
36,248.54544925689697,0.639767690661776,0.01061410614000291,0
37,255.46287512779236,0.6444614209320092,0.01151752337347578,0
38,262.3900911808014,0.6428241808952468,0.011355245666451741,0
39,269.2926263809204,0.6425937307928703,0.00991821184374142,0
40,276.2465395927429,0.642548596112311,0.010964648168134472,0
41,283.15798687934875,0.642041949413942,0.00959661663759026,0
42,290.0735664367676,0.6455793858972381,0.009032927473525909,0
43,297.00243067741394,0.6509477577438743,0.011085560097920277,0
44,303.91884875297546,0.6461395636701223,0.009040839290332392,0
